shipment_id,sku,shipping_time_days,shipping_carrier,shipping_cost,transportation_mode,route,total_cost
410,SKU409,1,Carrier B,6.552674,Road,Route C,959.02973
411,SKU410,9,Carrier B,2.229816,Road,Route A,0.0
412,SKU411,9,Carrier B,5.973671,Sea,Route B,595.204768
413,SKU412,9,Carrier A,8.785171,Road,Route A,491.861796
414,SKU413,10,Carrier B,4.21572,Road,Route A,1070.321838
415,SKU414,0,Carrier A,2.818219,Road,Route C,1041.041805
416,SKU415,3,Carrier B,6.916769,Rail,Route B,265.269473
417,SKU416,9,Carrier B,3.292964,Road,Route C,772.136173
418,SKU417,11,Carrier A,5.083982,Rail,Route A,479.122775
419,SKU418,4,Carrier B,5.570773,Air,Route A,633.775697
420,SKU419,2,Carrier B,3.185934,Rail,Route A,611.543666
421,SKU420,6,Carrier A,7.516619,Air,Route C,589.139439
422,SKU421,5,Carrier B,0.60973,Road,Route C,756.242686
423,SKU422,8,Carrier C,6.696547,Rail,Route C,540.510088
424,SKU423,9,Carrier B,11.376165,Road,Route B,364.517799
425,SKU424,2,Carrier C,5.129913,Rail,Route C,821.081352
426,SKU425,12,Carrier A,3.071108,Air,Route C,677.004346
427,SKU426,5,Carrier C,1.26473,Air,Route A,732.069508
428,SKU427,5,Carrier A,5.888957,Rail,Route B,193.957238
429,SKU428,6,Carrier B,6.057321,Sea,Route A,678.275586
430,SKU429,7,Carrier A,5.392288,Rail,Route B,408.420549
431,SKU430,5,Carrier B,9.284764,Rail,Route C,1052.257252
432,SKU431,5,Carrier C,4.63339,Road,Route B,368.401545
433,SKU432,7,Carrier A,3.559319,Air,Route B,775.66823
434,SKU433,8,Carrier C,2.679916,Air,Route C,407.719331
435,SKU434,8,Carrier C,3.105572,Sea,Route B,245.661888
436,SKU435,8,Carrier A,4.094611,Air,Route A,632.665144
437,SKU436,8,Carrier A,5.095259,Air,Route C,376.90401
438,SKU437,7,Carrier A,4.533932,Air,Route B,499.975469
439,SKU438,2,Carrier B,0.789701,Air,Route A,789.763396
440,SKU439,4,Carrier B,12.55889,Sea,Route B,760.996318
441,SKU440,8,Carrier B,4.732439,Sea,Route B,490.052205
442,SKU441,5,Carrier C,6.325644,Rail,Route B,1171.359762
443,SKU442,10,Carrier C,2.633787,Rail,Route A,214.869691
444,SKU443,4,Carrier C,3.896347,Sea,Route B,85.687863
445,SKU444,5,Carrier B,4.152806,Rail,Route A,392.835264
446,SKU445,3,Carrier A,5.02944,Road,Route A,598.116278
447,SKU446,1,Carrier A,4.467197,Sea,Route A,906.990541
448,SKU447,7,Carrier B,2.92303,Rail,Route C,705.826789
449,SKU448,5,Carrier C,3.692585,Sea,Route A,625.246532
450,SKU449,8,Carrier B,2.725593,Rail,Route B,583.506174
451,SKU450,8,Carrier C,7.267419,Sea,Route B,1089.752482
452,SKU451,6,Carrier A,10.859394,Road,Route B,546.517536
453,SKU452,7,Carrier C,7.591559,Sea,Route B,835.364357
454,SKU453,8,Carrier B,8.370672,Sea,Route B,846.819147
455,SKU454,7,Carrier B,1.018058,Road,Route B,794.131203
456,SKU455,4,Carrier A,4.206916,Sea,Route A,303.907617
457,SKU456,6,Carrier C,2.270829,Rail,Route A,716.683982
458,SKU457,2,Carrier C,3.414196,Rail,Route A,701.180656
459,SKU458,8,Carrier A,3.912653,Air,Route C,484.402053
460,SKU459,7,Carrier C,3.56766,Air,Route B,498.237138
461,SKU460,8,Carrier B,2.592391,Air,Route B,701.292465
462,SKU461,6,Carrier C,5.726131,Sea,Route B,111.01537
463,SKU462,5,Carrier C,5.781379,Road,Route C,415.639166
464,SKU463,3,Carrier C,3.357459,Road,Route C,499.114394
465,SKU464,0,Carrier C,10.167241,Sea,Route A,213.51792
466,SKU465,6,Carrier A,1.56813,Sea,Route A,952.363819
467,SKU466,4,Carrier C,9.763561,Road,Route B,418.790385
468,SKU467,11,Carrier C,8.619039,Road,Route B,27.670284
469,SKU468,4,Carrier B,5.798956,Rail,Route A,548.129371
470,SKU469,10,Carrier A,9.118675,Road,Route B,588.599499
471,SKU470,8,Carrier C,1.949521,Sea,Route A,780.507295
472,SKU471,7,Carrier A,6.395045,Road,Route B,522.207822
473,SKU472,5,Carrier B,0.460123,Sea,Route A,672.841687
474,SKU473,2,Carrier B,5.696988,Road,Route A,731.216972
475,SKU474,8,Carrier A,7.218651,Air,Route C,623.923411
476,SKU475,1,Carrier B,1.213713,Road,Route B,73.519167
477,SKU476,0,Carrier C,4.089194,Air,Route A,792.327564
478,SKU477,5,Carrier A,4.377434,Air,Route C,878.05626
479,SKU478,6,Carrier A,12.163135,Sea,Route A,508.198358
480,SKU479,8,Carrier B,3.613,Rail,Route A,551.16438
481,SKU480,9,Carrier B,5.971957,Sea,Route A,611.069838
482,SKU481,8,Carrier B,3.888694,Road,Route B,769.770569
483,SKU482,6,Carrier B,8.15434,Sea,Route C,491.429908
484,SKU483,15,Carrier C,6.199981,Sea,Route A,630.63221
485,SKU484,5,Carrier B,3.896929,Sea,Route C,656.59238
486,SKU485,5,Carrier A,3.553746,Sea,Route C,907.157093
487,SKU486,6,Carrier C,5.451648,Road,Route A,196.552003
488,SKU487,9,Carrier A,7.827639,Sea,Route B,771.616551
489,SKU488,6,Carrier C,7.058309,Air,Route B,448.010267
490,SKU489,7,Carrier C,1.882652,Road,Route A,709.01295
491,SKU490,3,Carrier A,8.098112,Road,Route A,445.323801
492,SKU491,6,Carrier B,2.939776,Road,Route C,552.564571
493,SKU492,6,Carrier B,2.702476,Sea,Route C,772.925103
494,SKU493,4,Carrier A,0.0,Sea,Route A,543.080865
495,SKU494,2,Carrier A,7.209273,Air,Route A,395.961557
496,SKU495,4,Carrier B,6.128828,Road,Route A,785.48677
497,SKU496,9,Carrier A,7.473389,Rail,Route C,749.038507
498,SKU497,4,Carrier A,4.289192,Air,Route B,453.986074
499,SKU498,2,Carrier B,7.246483,Rail,Route A,631.114842
500,SKU499,8,Carrier A,1.080554,Air,Route A,441.731823
