manufacturing_id,sku,supplier_id,location,supplier_lead_time_days,production_volume,manufacturing_lead_time_days,manufacturing_cost,inspection_result,defect_rate
383,SKU382,2,Mumbai,14,278,22,36.601724,Fail,1.800325
384,SKU383,4,Kolkata,10,769,15,26.740371,Pending,3.275543
385,SKU384,1,Mumbai,19,796,29,47.855715,Fail,0.849216
386,SKU385,3,Chennai,9,889,4,19.477598,Fail,2.18974
387,SKU386,5,Delhi,26,391,26,71.842526,Pending,1.347611
388,SKU387,2,Bangalore,35,866,14,33.359138,Pending,3.696361
389,SKU388,4,Mumbai,38,429,18,59.176046,Fail,1.85119
390,SKU389,3,Bangalore,31,461,19,65.109239,Pending,2.42832
391,SKU390,3,Delhi,14,285,29,88.966459,Pending,0.824398
392,SKU391,2,Delhi,23,946,9,69.773024,Fail,0.334914
393,SKU392,3,Kolkata,0,538,24,0.0,Pending,4.071747
394,SKU393,2,Kolkata,16,574,10,3.673001,Pending,5.459324
395,SKU394,4,Chennai,15,413,6,107.826964,Fail,2.017471
396,SKU395,1,Mumbai,16,483,18,42.828442,Pass,2.440684
397,SKU396,5,Chennai,16,509,10,12.292812,Pending,3.329711
398,SKU397,2,Delhi,2,490,14,0.562644,Pass,4.281505
399,SKU398,1,Delhi,0,646,11,67.880238,Pass,3.141309
400,SKU399,4,Kolkata,21,697,19,48.577151,Pending,1.695687
401,SKU400,1,Mumbai,20,903,12,0.0,Fail,2.665724
402,SKU401,2,Chennai,13,250,0,40.617143,Pending,2.581636
403,SKU402,1,Kolkata,8,644,21,55.045069,Pending,2.150178
404,SKU403,2,Kolkata,23,547,17,0.452297,Pending,0.356331
405,SKU404,5,Mumbai,0,968,24,55.977853,Fail,4.426221
406,SKU405,1,Mumbai,11,693,15,80.859751,Pass,3.881281
407,SKU406,1,Delhi,27,716,12,46.612401,Pass,2.173479
408,SKU407,1,Mumbai,4,1056,0,37.136864,Pending,3.856098
409,SKU408,3,Delhi,23,495,3,58.255141,Pass,2.790204
410,SKU409,2,Delhi,18,543,32,34.065901,Pass,0.126956
411,SKU410,3,Mumbai,8,1115,14,0.0,Fail,1.295857
412,SKU411,3,Chennai,11,747,5,71.233662,Fail,0.370786
413,SKU412,3,Kolkata,3,1114,21,37.177822,Pass,1.982545
414,SKU413,3,Bangalore,9,628,15,127.35724,Pending,1.095684
415,SKU414,4,Delhi,26,562,22,87.042613,Pass,3.393907
416,SKU415,3,Kolkata,19,628,18,55.907924,Pending,1.31104
417,SKU416,1,Bangalore,28,493,5,52.722061,Pending,0.891401
418,SKU417,2,Delhi,24,782,23,82.404693,Pending,2.565987
419,SKU418,1,Mumbai,20,1175,20,21.083752,Pass,2.220053
420,SKU419,2,Chennai,18,439,23,65.895411,Pass,4.528942
421,SKU420,5,Mumbai,18,587,21,14.295583,Pending,2.404348
422,SKU421,1,Mumbai,29,509,15,76.009132,Fail,1.04673
423,SKU422,2,Mumbai,26,687,13,68.95132,Pending,1.093174
424,SKU423,4,Kolkata,28,794,10,29.510326,Fail,3.492071
425,SKU424,2,Delhi,9,605,22,11.185159,Pass,0.048815
426,SKU425,3,Mumbai,2,1079,14,25.673132,Pass,1.614341
427,SKU426,1,Chennai,11,76,28,14.077995,Fail,1.61557
428,SKU427,1,Delhi,17,330,12,129.476167,Pass,1.584233
429,SKU428,5,Delhi,26,785,9,55.664271,Pass,1.748508
430,SKU429,4,Delhi,26,192,17,23.540552,Pending,2.662254
431,SKU430,5,Chennai,24,300,11,53.913619,Fail,1.547172
432,SKU431,5,Kolkata,6,583,16,52.625798,Fail,3.485542
433,SKU432,1,Kolkata,9,477,10,40.876298,Pending,0.181913
434,SKU433,1,Kolkata,9,742,8,12.636117,Fail,0.203531
435,SKU434,5,Mumbai,16,530,13,48.182559,Pending,2.38719
436,SKU435,1,Delhi,31,417,23,61.870634,Fail,4.721289
437,SKU436,2,Kolkata,27,805,15,106.608953,Pass,0.18565
438,SKU437,3,Bangalore,26,326,9,32.13237,Pending,2.220269
439,SKU438,1,Chennai,20,821,27,61.498493,Fail,2.076554
440,SKU439,3,Mumbai,31,885,9,26.361386,Pass,0.265725
441,SKU440,2,Chennai,13,735,31,87.903964,Pending,1.568418
442,SKU441,2,Delhi,8,443,18,49.114047,Pass,3.299552
443,SKU442,2,Delhi,23,847,12,83.849542,Fail,2.991692
444,SKU443,5,Kolkata,14,640,17,66.472212,Pass,0.0
445,SKU444,5,Delhi,13,0,25,2.456206,Pass,4.554925
446,SKU445,1,Chennai,23,552,0,15.83826,Pending,0.547719
447,SKU446,2,Chennai,26,824,27,26.80861,Pending,2.156415
448,SKU447,4,Bangalore,8,836,20,46.148729,Pending,3.612013
449,SKU448,4,Delhi,16,663,14,28.39154,Fail,0.0
450,SKU449,3,Chennai,20,224,11,46.070748,Pass,1.500554
451,SKU450,3,Kolkata,16,690,14,53.935603,Pass,2.153458
452,SKU451,2,Chennai,25,771,15,21.392103,Fail,2.407327
453,SKU452,2,Mumbai,19,704,5,76.019455,Pending,3.916371
454,SKU453,2,Delhi,30,642,0,60.555759,Pending,3.518097
455,SKU454,4,Kolkata,3,936,19,36.267916,Pass,2.82962
456,SKU455,5,Kolkata,19,438,10,17.69482,Fail,1.577593
457,SKU456,1,Chennai,2,756,19,42.455494,Fail,0.548272
458,SKU457,1,Chennai,16,449,23,29.754754,Pass,2.287765
459,SKU458,5,Kolkata,12,683,2,23.117953,Pass,0.0
460,SKU459,2,Bangalore,15,812,8,97.070017,Fail,2.15949
461,SKU460,4,Chennai,10,284,21,50.156009,Fail,5.575011
462,SKU461,3,Mumbai,12,255,7,31.261863,Fail,1.839745
463,SKU462,4,Delhi,14,768,14,76.424503,Fail,3.509891
464,SKU463,2,Mumbai,25,590,14,82.171047,Fail,3.138726
465,SKU464,2,Delhi,17,755,17,32.955259,Fail,4.769622
466,SKU465,4,Chennai,10,620,16,35.656502,Pending,3.262785
467,SKU466,1,Chennai,11,569,10,69.472265,Pending,2.501581
468,SKU467,5,Kolkata,21,711,20,70.462931,Pending,4.545833
469,SKU468,4,Kolkata,25,62,3,35.660232,Pass,0.511839
470,SKU469,2,Bangalore,20,576,23,68.378124,Fail,1.915763
471,SKU470,1,Kolkata,12,385,17,40.256915,Fail,3.533262
472,SKU471,1,Chennai,12,270,9,63.669932,Pass,1.884034
473,SKU472,2,Bangalore,22,797,8,40.175356,Pass,4.481681
474,SKU473,2,Bangalore,33,620,32,18.940327,Pending,0.0
475,SKU474,4,Bangalore,14,932,15,21.200985,Pass,1.814736
476,SKU475,5,Kolkata,0,751,9,37.591836,Fail,3.330126
477,SKU476,4,Delhi,24,445,28,0.0,Pass,2.717191
478,SKU477,2,Kolkata,18,1064,11,67.078408,Pass,2.400648
479,SKU478,5,Mumbai,32,835,33,96.260321,Pass,0.596964
480,SKU479,5,Kolkata,30,536,20,42.239381,Fail,4.806701
481,SKU480,3,Bangalore,23,779,13,83.658749,Pending,3.21744
482,SKU481,5,Mumbai,13,457,20,18.44516,Pending,3.684631
483,SKU482,4,Delhi,15,269,12,59.865872,Pass,2.576062
484,SKU483,3,Mumbai,8,550,14,69.470715,Fail,1.610201
485,SKU484,4,Bangalore,8,738,18,65.180942,Fail,1.442969
486,SKU485,2,Chennai,5,795,26,48.819042,Fail,3.298296
487,SKU486,5,Delhi,2,1006,15,35.37562,Fail,1.402843
488,SKU487,5,Kolkata,17,640,12,57.608667,Fail,3.143617
489,SKU488,2,Delhi,21,486,8,40.0869,Pending,2.733915
490,SKU489,1,Chennai,17,969,32,70.508445,Pass,1.731166
491,SKU490,3,Bangalore,10,456,15,14.559961,Pass,3.773628
492,SKU491,2,Delhi,12,671,19,10.243188,Pending,1.287281
493,SKU492,4,Mumbai,19,1120,7,37.950939,Pending,1.743181
494,SKU493,3,Bangalore,12,486,12,29.173408,Fail,5.578549
495,SKU494,1,Mumbai,18,358,10,97.584244,Pass,5.773889
496,SKU495,4,Bangalore,15,722,12,80.214288,Pass,4.654029
497,SKU496,4,Kolkata,6,762,30,57.132198,Fail,5.06493
498,SKU497,2,Delhi,14,247,25,30.433569,Fail,0.108231
499,SKU498,5,Bangalore,22,741,7,17.298116,Pass,3.466536
500,SKU499,3,Delhi,21,795,19,40.010945,Fail,2.213172
